	Identifier	PE	GRAVY	Description
935	NX_Q5VWK0-1	2	-0.8783699059561138	"NX_Q5VWK0-1 nP20K
NBPF6 NBPF6
Neuroblastoma
breakpoint family
member 6 isoform Iso
1 PE=2"
936	NX_Q5VWM3-1	2	-0.00396659707724427	"NX_Q5VWM3-1 nP20K
PRAMEF18 PRAMEF18
PRAME family member
18 isoform Iso 1
PE=2"
937	NX_Q5VWM4-1	2	0.07299578059071729	"NX_Q5VWM4-1 nP20K
PRAMEF8 PRAMEF8
PRAME family member
8 isoform Iso 1 PE=2"
938	NX_Q5VWM5-1	2	0.009832635983263666	"NX_Q5VWM5-1 nP20K
PRAMEF15 PRAMEF15
PRAME family member
9/15 isoform Iso 1
PE=2"
939	NX_Q5VX52-1	2	-0.6535947712418292	"NX_Q5VX52-1 nP20K
SPATA1 SPATA1
Spermatogenesis-
associated protein 1
isoform Iso 1 PE=2"
940	NX_Q5VX71-1	2	-0.22795918367346943	"NX_Q5VX71-1 nP20K
SUSD4 SUSD4 Sushi
domain-containing
protein 4 isoform
Iso 1 PE=2"
941	NX_Q5VXH4-1	2	0.048319327731092356	"NX_Q5VXH4-1 nP20K
PRAMEF6 PRAMEF6
PRAME family member
6 isoform Iso 1 PE=2"
942	NX_Q5VXH5-1	2	0.06793248945147677	"NX_Q5VXH5-1 nP20K
PRAMEF7 PRAMEF7
PRAME family member
7 isoform Iso 1 PE=2"
943	NX_Q5VXI9-1	2	-0.16834170854271382	"NX_Q5VXI9-1 nP20K
LIPN LIPN Lipase
member N isoform Iso
1 PE=2"
944	NX_Q5VXJ0-1	2	-0.21578947368421073	"NX_Q5VXJ0-1 nP20K
LIPK LIPK Lipase
member K isoform Iso
1 PE=2"
945	NX_Q5VXM1-1	2	-0.06948775055679282	"NX_Q5VXM1-1 nP20K
CDCP2 CDCP2 CUB
domain-containing
protein 2 isoform
Iso 1 PE=2"
946	NX_Q5VXU1-1	2	0.3937499999999996	"NX_Q5VXU1-1 nP20K
NKAIN2 NKAIN2
Sodium/potassium-
transporting ATPase
subunit
beta-1-interacting
protein 2 isoform
Iso 1 PE=2"
947	NX_Q5VYP0-1	2	-0.58181143281366	"NX_Q5VYP0-1 nP20K
SPATA31A3 SPATA31A3
Spermatogenesis-
associated protein
31A3 isoform Iso 1
PE=2"
948	NX_Q5VYV0-1	2	-0.37245370370370207	"NX_Q5VYV0-1 nP20K
FOXB2 FOXB2 Forkhead
box protein B2
isoform Iso 1 PE=2"
949	NX_Q5VYY2-1	2	-0.13026004728132395	"NX_Q5VYY2-1 nP20K
LIPM LIPM Lipase
member M isoform Iso
1 PE=2"
950	NX_Q5VZ03-1	2	-0.034615384615384555	"NX_Q5VZ03-1 nP20K
NXNL2 NXNL2
Nucleoredoxin-like
protein 2 isoform
Iso 1 PE=2"
951	NX_Q5VZR2-1	2	-0.5596491228070167	"NX_Q5VZR2-1 nP20K
NUTM2G NUTM2G NUT
family member 2G
isoform Iso 1 PE=2"
952	NX_Q5VZR4-1	2	0.36266666666666664	"NX_Q5VZR4-1 nP20K
MFSD14C MFSD14C
Hippocampus abundant
transcript-like
protein 2 isoform
Iso 1 PE=2"
953	NX_Q5VZT2-1	2	-0.5032258064516134	"NX_Q5VZT2-1 nP20K
C10orf113 C10orf113
Putative
uncharacterized
protein C10orf113
isoform Iso 1 PE=2"
954	NX_Q5W064-1	2	-0.1863387978142078	"NX_Q5W064-1 nP20K
LIPJ LIPJ Lipase
member J isoform Iso
1 PE=2"
955	NX_Q5W0N0-1	2	0.2788819875776394	"NX_Q5W0N0-1 nP20K
C9orf57 C9orf57
Uncharacterized
protein C9orf57
isoform Iso 1 PE=2"
956	NX_Q5W186-1	2	-0.35597484276729563	"NX_Q5W186-1 nP20K
CST9 CST9 Cystatin-9
isoform Iso 1 PE=2"
957	NX_Q5W5W9-2	2	-0.168859649122807	"NX_Q5W5W9-2 nP20K
RESP18 RESP18
Regulated endocrine-
specific protein 18
isoform Iso 2 PE=2"
958	NX_Q63ZE4-1	2	0.5068391866913136	"NX_Q63ZE4-1 nP20K
SLC22A10 SLC22A10
Solute carrier
family 22 member 10
isoform Iso 1 PE=2"
959	NX_Q64ET8-1	2	-0.8913669064748195	"NX_Q64ET8-1 nP20K
FRG2 FRG2 Protein
FRG2 isoform Iso 1
PE=2"
960	NX_Q68D42-1	2	-0.31489361702127655	"NX_Q68D42-1 nP20K
TMEM215 TMEM215
Transmembrane
protein 215 isoform
Iso 1 PE=2"
961	NX_Q68DY1-1	2	-0.9056818181818159	"NX_Q68DY1-1 nP20K
ZNF626 ZNF626 Zinc
finger protein 626
isoform Iso 1 PE=2"
962	NX_Q6AI14-1	2	0.11102756892230695	"NX_Q6AI14-1 nP20K
SLC9A4 SLC9A4
Sodium/hydrogen
exchanger 4 isoform
Iso 1 PE=2"
963	NX_Q6B9Z1-1	2	-0.10403225806451603	"NX_Q6B9Z1-1 nP20K
IGFL4 IGFL4 Insulin
growth factor-like
family member 4
isoform Iso 1 PE=2"
964	NX_Q6DHV5-3	2	-0.4915879017013238	"NX_Q6DHV5-3 nP20K
CC2D2B CC2D2B
Protein CC2D2B
isoform Iso 3 PE=2"
965	NX_Q6DWJ6-1	2	0.4985835694050999	"NX_Q6DWJ6-1 nP20K
GPR139 GPR139
Probable G-protein
coupled receptor 139
isoform Iso 1 PE=2"
966	NX_Q6F5E7-1	2	-0.6616541353383459	"NX_Q6F5E7-1 nP20K
TXNRD3NB TXNRD3NB
Protein TXNRD3NB
isoform Iso 1 PE=2"
967	NX_Q6GMV1-1	2	-0.012834224598930669	"NX_Q6GMV1-1 nP20K
ALG1L ALG1L Putative
glycosyltransferase
ALG1-like isoform
Iso 1 PE=2"
968	NX_Q6GV28-1	2	0.2622222222222219	"NX_Q6GV28-1 nP20K
TMEM225 TMEM225
Transmembrane
protein 225 isoform
Iso 1 PE=2"
969	NX_Q6IC83-1	2	-0.36135458167330686	"NX_Q6IC83-1 nP20K
C22orf42 C22orf42
Uncharacterized
protein C22orf42
isoform Iso 1 PE=2"
970	NX_Q6ICI0-1	2	0.6734999999999998	"NX_Q6ICI0-1 nP20K
TMEM211 TMEM211
Transmembrane
protein 211 isoform
Iso 1 PE=2"
971	NX_Q6IE36-1	2	-0.18575418994413387	"NX_Q6IE36-1 nP20K
OVOS2 OVOS2
Ovostatin homolog 2
isoform Iso 1 PE=2"
972	NX_Q6IE37-1	2	-0.18810126582278494	"NX_Q6IE37-1 nP20K
OVOS1 OVOS1
Ovostatin homolog 1
isoform Iso 1 PE=2"
973	NX_Q6IE38-1	2	0.07628865979381463	"NX_Q6IE38-1 nP20K
SPINK14 SPINK14
Serine protease
inhibitor Kazal-type
14 isoform Iso 1
PE=2"
974	NX_Q6IEE8-1	2	-0.2727891156462586	"NX_Q6IEE8-1 nP20K
SLFN12L SLFN12L
Schlafen family
member 12-like
isoform Iso 1 PE=2"
975	NX_Q6IEU7-1	2	0.7206349206349213	"NX_Q6IEU7-1 nP20K
OR5M10 OR5M10
Olfactory receptor
5M10 isoform Iso 1
PE=2"
976	NX_Q6IEV9-1	2	0.7180645161290331	"NX_Q6IEV9-1 nP20K
OR4C11 OR4C11
Olfactory receptor
4C11 isoform Iso 1
PE=2"
977	NX_Q6IEY1-1	2	0.7554487179487187	"NX_Q6IEY1-1 nP20K
OR4F16 OR4F16
Olfactory receptor
4F3/4F16/4F29
isoform Iso 1 PE=2"
978	NX_Q6IEZ7-1	2	0.7320634920634926	"NX_Q6IEZ7-1 nP20K
OR2T5 OR2T5
Olfactory receptor
2T5 isoform Iso 1
PE=2"
979	NX_Q6IF00-1	2	0.6845679012345683	"NX_Q6IF00-1 nP20K
OR2T2 OR2T2
Olfactory receptor
2T2 isoform Iso 1
PE=2"
980	NX_Q6IF42-1	2	0.754088050314466	"NX_Q6IF42-1 nP20K
OR2A2 OR2A2
Olfactory receptor
2A2 isoform Iso 1
PE=2"
981	NX_Q6IF63-1	2	0.8015625000000016	"NX_Q6IF63-1 nP20K
OR52W1 OR52W1
Olfactory receptor
52W1 isoform Iso 1
PE=2"
982	NX_Q6IF82-1	2	0.8229773462783174	"NX_Q6IF82-1 nP20K
OR4A47 OR4A47
Olfactory receptor
4A47 isoform Iso 1
PE=2"
983	NX_Q6IF99-1	2	0.9618589743589754	"NX_Q6IF99-1 nP20K
OR10K2 OR10K2
Olfactory receptor
10K2 isoform Iso 1
PE=2"
984	NX_Q6IFG1-1	2	0.8227129337539442	"NX_Q6IFG1-1 nP20K
OR52E8 OR52E8
Olfactory receptor
52E8 isoform Iso 1
PE=2"
985	NX_Q6IFH4-1	2	0.8679487179487191	"NX_Q6IFH4-1 nP20K
OR6B2 OR6B2
Olfactory receptor
6B2 isoform Iso 1
PE=2"
986	NX_Q6IFN5-1	2	0.6345132743362836	"NX_Q6IFN5-1 nP20K
OR7E24 OR7E24
Olfactory receptor
7E24 isoform Iso 1
PE=2"
987	NX_Q6IMI4-1	2	-0.3623762376237631	"NX_Q6IMI4-1 nP20K
SULT6B1 SULT6B1
Sulfotransferase 6B1
isoform Iso 1 PE=2"
988	NX_Q6IPT4-1	2	-0.20920634920634962	"NX_Q6IPT4-1 nP20K
CYB5RL CYB5RL NADH-
cytochrome b5
reductase-like
isoform Iso 1 PE=2"
989	NX_Q6IPW1-1	2	-0.3967479674796748	"NX_Q6IPW1-1 nP20K
C11orf71 C11orf71
Uncharacterized
protein C11orf71
isoform Iso 1 PE=2"
990	NX_Q6IPX1-1	2	-0.6663023679417115	"NX_Q6IPX1-1 nP20K
TBC1D3C TBC1D3C TBC1
domain family member
3C isoform Iso 1
PE=2"
991	NX_Q6JVE5-1	2	-0.07552083333333343	"NX_Q6JVE5-1 nP20K
LCN12 LCN12
Epididymal-specific
lipocalin-12 isoform
Iso 1 PE=2"
992	NX_Q6JVE9-1	2	0.059428571428571525	"NX_Q6JVE9-1 nP20K
LCN8 LCN8
Epididymal-specific
lipocalin-8 isoform
Iso 1 PE=2"
993	NX_Q6L8G5-1	2	0.32227722772277295	"NX_Q6L8G5-1 nP20K
KRTAP5-10 KRTAP5-10
Keratin-associated
protein 5-10 isoform
Iso 1 PE=2"
994	NX_Q6L8G8-1	2	0.3927272727272733	"NX_Q6L8G8-1 nP20K
KRTAP5-7 KRTAP5-7
Keratin-associated
protein 5-7 isoform
Iso 1 PE=2"
995	NX_Q6L8H4-1	2	0.3298561151079142	"NX_Q6L8H4-1 nP20K
KRTAP5-1 KRTAP5-1
Keratin-associated
protein 5-1 isoform
Iso 1 PE=2"
996	NX_Q6L9T8-1	2	0.13892617449664427	"NX_Q6L9T8-1 nP20K
FAM72D FAM72D
Protein FAM72D
isoform Iso 1 PE=2"
997	NX_Q6MZN7-1	2	-0.08560606060606056	"NX_Q6MZN7-1 nP20K
HCP5 HCP5 HLA class
I histocompatibility
antigen protein P5
isoform Iso 1 PE=2"
998	NX_Q6NSW7-1	2	-0.8586885245901641	"NX_Q6NSW7-1 nP20K
NANOGP8 NANOGP8
Homeobox protein
NANOGP8 isoform Iso
1 PE=2"
999	NX_Q6NT52-1	2	-0.017791411042944762	"NX_Q6NT52-1 nP20K
CGB2 CGB2
Choriogonadotropin
subunit beta variant
2 isoform Iso 1 PE=2"
1000	NX_Q6NUM6-1	2	-0.4973053892215559	"NX_Q6NUM6-1 nP20K
TYW1B TYW1B
S-adenosyl-L-
methionine-dependent
tRNA
4-demethylwyosine
synthase TYW1B
isoform Iso 1 PE=2"
1001	NX_Q6NV75-1	2	0.022331691297208654	"NX_Q6NV75-1 nP20K
GPR153 GPR153
Probable G-protein
coupled receptor 153
isoform Iso 1 PE=2"
1002	NX_Q6NXN4-1	2	-0.14338842975206656	"NX_Q6NXN4-1 nP20K
DPY19L2P1 DPY19L2P1
Putative C-mannosylt
ransferase DPY19L2P1
isoform Iso 1 PE=2"
1003	NX_Q6NZ63-1	2	0.0461224489795916	"NX_Q6NZ63-1 nP20K
STEAP1B STEAP1B
STEAP family member
1B isoform Iso 1
PE=2"
1004	NX_Q6P093-1	2	-0.044139650872817925	"NX_Q6P093-1 nP20K
AADACL2 AADACL2
Arylacetamide
deacetylase-like 2
isoform Iso 1 PE=2"
1005	NX_Q6P2I7-1	2	-0.26433823529411804	"NX_Q6P2I7-1 nP20K
EBLN2 EBLN2
Endogenous
Bornavirus-like
nucleoprotein 2
isoform Iso 1 PE=2"
1006	NX_Q6P387-1	2	-0.5536708860759494	"NX_Q6P387-1 nP20K
C16orf46 C16orf46
Uncharacterized
protein C16orf46
isoform Iso 1 PE=2"
1007	NX_Q6P461-1	2	-0.15645833333333353	"NX_Q6P461-1 nP20K
ACSM6 ACSM6 Acyl-
coenzyme A
synthetase ACSM6,
mitochondrial
isoform Iso 1 PE=2"
1008	NX_Q6P5X7-1	2	-0.17355932203389832	"NX_Q6P5X7-1 nP20K
TMEM71 TMEM71
Transmembrane
protein 71 isoform
Iso 1 PE=2"
1009	NX_Q6P7N7-1	2	0.12431372549019595	"NX_Q6P7N7-1 nP20K
TMEM81 TMEM81
Transmembrane
protein 81 isoform
Iso 1 PE=2"
1010	NX_Q6PB30-1	2	-1.0012820512820515	"NX_Q6PB30-1 nP20K
CSAG1 CSAG1 Putative
chondrosarcoma-
associated gene 1
protein isoform Iso
1 PE=2"
1011	NX_Q6PDB4-1	2	-0.9311958405545903	"NX_Q6PDB4-1 nP20K
ZNF880 ZNF880 Zinc
finger protein 880
isoform Iso 1 PE=2"
1012	NX_Q6PEY0-1	2	0.47354260089686084	"NX_Q6PEY0-1 nP20K
GJB7 GJB7 Gap
junction beta-7
protein isoform Iso
1 PE=2"
1013	NX_Q6PIS1-1	2	0.42180327868852546	"NX_Q6PIS1-1 nP20K
SLC23A3 SLC23A3
Solute carrier
family 23 member 3
isoform Iso 1 PE=2"
1014	NX_Q6PIV7-1	2	0.3023026315789467	"NX_Q6PIV7-1 nP20K
SLC25A34 SLC25A34
Solute carrier
family 25 member 34
isoform Iso 1 PE=2"
1015	NX_Q6PJE2-4	2	-0.47700534759358304	"NX_Q6PJE2-4 nP20K
POMZP3 POMZP3 POM121
and ZP3 fusion
protein isoform Iso
1 PE=2"
1016	NX_Q6PP77-1	2	0.39665924276169284	"NX_Q6PP77-1 nP20K
XKRX XKRX XK-related
protein 2 isoform
Iso 1 PE=2"
1017	NX_Q6Q0C1-1	2	0.1506493506493506	"NX_Q6Q0C1-1 nP20K
SLC25A47 SLC25A47
Solute carrier
family 25 member 47
isoform Iso 1 PE=2"
1018	NX_Q6Q8B3-1	2	0.0800738007380074	"NX_Q6Q8B3-1 nP20K
CD200R1L CD200R1L
Cell surface
glycoprotein CD200
receptor 2 isoform
Iso 1 PE=2"
1019	NX_Q6QAJ8-1	2	0.7187499999999994	"NX_Q6QAJ8-1 nP20K
TMEM220 TMEM220
Transmembrane
protein 220 isoform
Iso 1 PE=2"
1020	NX_Q6RUI8-1	2	-0.26837606837606864	"NX_Q6RUI8-1 nP20K
C19orf48 C19orf48
Uncharacterized
protein C19orf48
isoform Iso 1 PE=2"
1021	NX_Q6S5H5-3	2	-0.8078740157480305	"NX_Q6S5H5-3 nP20K
POTEG POTEG POTE
ankyrin domain
family member G
isoform Iso 3 PE=2"
1022	NX_Q6S8J7-1	2	-0.6383534136546185	"NX_Q6S8J7-1 nP20K
POTEA POTEA POTE
ankyrin domain
family member A
isoform Iso 1 PE=2"
1023	NX_Q6T423-1	2	0.44881170018281563	"NX_Q6T423-1 nP20K
SLC22A25 SLC22A25
Solute carrier
family 22 member 25
isoform Iso 1 PE=2"
1024	NX_Q6U949-1	2	-1.1535714285714282	"NX_Q6U949-1 nP20K
IGF2-AS IGF2-AS
Putative insulin-
like growth factor 2
antisense gene
protein isoform Iso
1 PE=2"
1025	NX_Q6UQ28-1	2	0.24057971014492738	"NX_Q6UQ28-1 nP20K
PLET1 PLET1
Placenta-expressed
transcript 1 protein
isoform Iso 1 PE=2"
1026	NX_Q6UWF5-1	4	0.6236842105263154	"NX_Q6UWF5-1 nP20K
Putative
uncharacterized
protein
UNQ5815/PRO19632
isoform Iso 1
Putative
uncharacterized
protein
UNQ5815/PRO19632
isoform Iso 1
Putative
uncharacterized
protein
UNQ5815/PRO19632
isoform Iso 1 PE=4"
1027	NX_Q6UWQ7-1	2	0.06638655462184868	"NX_Q6UWQ7-1 nP20K
IGFL2 IGFL2 Insulin
growth factor-like
family member 2
isoform Iso 1 PE=2"
1028	NX_Q6UWT2-1	2	0.28289473684210514	"NX_Q6UWT2-1 nP20K
ENHO ENHO Adropin
isoform Iso 1 PE=2"
1029	NX_Q6UWV7-1	2	0.12210526315789472	"NX_Q6UWV7-1 nP20K
SHISAL2A SHISAL2A
Protein shisa-
like-2A isoform Iso
1 PE=2"
1030	NX_Q6UX34-1	2	0.4487603305785123	"NX_Q6UX34-1 nP20K
SNORC SNORC Protein
SNORC isoform Iso 1
PE=2"
1031	NX_Q6UXD1-1	2	-0.5565217391304352	"NX_Q6UXD1-1 nP20K
HRCT1 HRCT1
Histidine-rich
carboxyl terminus
protein 1 isoform
Iso 1 PE=2"
1032	NX_Q6UXF7-1	2	-0.20461538461538478	"NX_Q6UXF7-1 nP20K
CLEC18B CLEC18B
C-type lectin domain
family 18 member B
isoform Iso 1 PE=2"
1033	NX_Q6UXN2-1	2	-0.02500000000000005	"NX_Q6UXN2-1 nP20K
TREML4 TREML4 Trem-
like transcript 4
protein isoform Iso
1 PE=2"
1034	NX_Q6UXQ4-1	2	-0.46923076923076923	"NX_Q6UXQ4-1 nP20K
C2orf66 C2orf66
Uncharacterized
protein C2orf66
isoform Iso 1 PE=2"
1035	NX_Q6UXS0-1	2	-0.023529411764705858	"NX_Q6UXS0-1 nP20K
CLEC19A CLEC19A
C-type lectin domain
family 19 member A
isoform Iso 1 PE=2"
1036	NX_Q6UXU0-1	2	-0.4846715328467155	"NX_Q6UXU0-1 nP20K
Putative
uncharacterized
protein
UNQ9165/PRO28630
isoform Iso 1
Putative
uncharacterized
protein
UNQ9165/PRO28630
isoform Iso 1
Putative
uncharacterized
protein
UNQ9165/PRO28630
isoform Iso 1 PE=2"
1037	NX_Q6UXV3-1	2	-0.10445859872611461	"NX_Q6UXV3-1 nP20K
Uncharacterized
protein
UNQ6126/PRO20091
isoform Iso 1
Uncharacterized
protein
UNQ6126/PRO20091
isoform Iso 1
Uncharacterized
protein
UNQ6126/PRO20091
isoform Iso 1 PE=2"
1038	NX_Q6UY13-1	3	-0.015789473684210582	"NX_Q6UY13-1 nP20K
Putative
uncharacterized
protein UNQ5830/PRO1
9650/PRO19816
isoform Iso 1
Putative
uncharacterized
protein UNQ5830/PRO1
9650/PRO19816
isoform Iso 1
Putative
uncharacterized
protein UNQ5830/PRO1
9650/PRO19816
isoform Iso 1 PE=3"
1039	NX_Q6UY18-1	2	0.1966273187183807	"NX_Q6UY18-1 nP20K
LINGO4 LINGO4
Leucine-rich repeat
and immunoglobulin-
like domain-
containing nogo
receptor-interacting
protein 4 isoform
Iso 1 PE=2"
1040	NX_Q6VB84-1	2	-0.5788968824940033	"NX_Q6VB84-1 nP20K
FOXD4L3 FOXD4L3
Forkhead box protein
D4-like 3 isoform
Iso 1 PE=2"
1041	NX_Q6VEQ5-1	2	-0.556129032258065	"NX_Q6VEQ5-1 nP20K
WASH2P WASH2P WAS
protein family
homolog 2 isoform
Iso 1 PE=2"
1042	NX_Q6VUC0-1	2	-0.12782805429864255	"NX_Q6VUC0-1 nP20K
TFAP2E TFAP2E
Transcription factor
AP-2-epsilon isoform
Iso 1 PE=2"
1043	NX_Q6W3E5-1	2	0.11797752808988801	"NX_Q6W3E5-1 nP20K
GDPD4 GDPD4 Glycerop
hosphodiester
phosphodiesterase
domain-containing
protein 4 isoform
Iso 1 PE=2"
1044	NX_Q6X4T0-1	2	-0.9078740157480315	"NX_Q6X4T0-1 nP20K
C12orf54 C12orf54
Uncharacterized
protein C12orf54
isoform Iso 1 PE=2"
1045	NX_Q6XCG6-1	4	0.3168224299065419	"NX_Q6XCG6-1 nP20K
Putative
uncharacterized
protein PP632
isoform Iso 1
Putative
uncharacterized
protein PP632
isoform Iso 1
Putative
uncharacterized
protein PP632
isoform Iso 1 PE=4"
1046	NX_Q6XLA1-1	2	-0.824509803921569	"NX_Q6XLA1-1 nP20K
CASC2 CASC2 Protein
CASC2, isoform 3
isoform Iso 3 PE=2"
1047	NX_Q6XYB7-1	2	-0.48787878787878813	"NX_Q6XYB7-1 nP20K
LBX2 LBX2
Transcription factor
LBX2 isoform Iso 1
PE=2"
1048	NX_Q6ZMV7-1	2	-0.951030927835051	"NX_Q6ZMV7-1 nP20K
LEKR1 LEKR1
Leucine-, glutamate-
and lysine-rich
protein 1 isoform
Iso 1 PE=2"
1049	NX_Q6ZMV8-1	2	-0.9606361829025818	"NX_Q6ZMV8-1 nP20K
ZNF730 ZNF730
Putative zinc finger
protein 730 isoform
Iso 1 PE=2"
1050	NX_Q6ZN11-1	2	-0.8477832512315261	"NX_Q6ZN11-1 nP20K
ZNF793 ZNF793 Zinc
finger protein 793
isoform Iso 1 PE=2"
1051	NX_Q6ZN32-1	2	-0.30166204986149625	"NX_Q6ZN32-1 nP20K
ETV3L ETV3L ETS
translocation
variant 3-like
protein isoform Iso
1 PE=2"
1052	NX_Q6ZN79-1	2	-0.8276666666666661	"NX_Q6ZN79-1 nP20K
ZNF705A ZNF705A Zinc
finger protein 705A
isoform Iso 1 PE=2"
1053	NX_Q6ZNG2-1	2	-0.4171091445427727	"NX_Q6ZNG2-1 nP20K
DBX2 DBX2 Homeobox
protein DBX2 isoform
Iso 1 PE=2"
1054	NX_Q6ZNI0-1	2	-0.32302325581395364	"NX_Q6ZNI0-1 nP20K
GCNT7 GCNT7
Beta-1,3-galactosyl-
O-glycosyl-
glycoprotein beta-1,
6-N-acetylglucosamin
yltransferase 7
isoform Iso 1 PE=2"
1055	NX_Q6ZNR0-1	2	0.016279069767441985	"NX_Q6ZNR0-1 nP20K
TMEM91 TMEM91
Transmembrane
protein 91 isoform
Iso 1 PE=2"
1056	NX_Q6ZP68-1	2	-0.59504132231405	"NX_Q6ZP68-1 nP20K
ATP11AUN ATP11AUN
Putative protein
ATP11AUN isoform Iso
1 PE=2"
1057	NX_Q6ZP98-1	2	-0.5308270676691728	"NX_Q6ZP98-1 nP20K
C16orf47 C16orf47
Putative
uncharacterized
protein C16orf47
isoform Iso 1 PE=2"
1058	NX_Q6ZPA2-1	2	-0.21679389312977085	"NX_Q6ZPA2-1 nP20K
Putative
uncharacterized
protein FLJ26174
isoform Iso 1
Putative
uncharacterized
protein FLJ26174
isoform Iso 1
Putative
uncharacterized
protein FLJ26174
isoform Iso 1 PE=2"
1059	NX_Q6ZQN5-1	2	-0.29056603773584944	"NX_Q6ZQN5-1 nP20K
FOXI2 FOXI2 Forkhead
box protein I2
isoform Iso 1 PE=2"
1060	NX_Q6ZQT7-1	2	-0.26733067729083676	"NX_Q6ZQT7-1 nP20K
Putative
uncharacterized
protein FLJ44672
isoform Iso 1
Putative
uncharacterized
protein FLJ44672
isoform Iso 1
Putative
uncharacterized
protein FLJ44672
isoform Iso 1 PE=2"
1061	NX_Q6ZQY7-1	2	-0.06984126984126979	"NX_Q6ZQY7-1 nP20K
Putative
uncharacterized
protein FLJ46792
isoform Iso 1
Putative
uncharacterized
protein FLJ46792
isoform Iso 1
Putative
uncharacterized
protein FLJ46792
isoform Iso 1 PE=2"
1062	NX_Q6ZR03-1	2	-0.6298013245033108	"NX_Q6ZR03-1 nP20K
Uncharacterized
protein FLJ46757
isoform Iso 1
Uncharacterized
protein FLJ46757
isoform Iso 1
Uncharacterized
protein FLJ46757
isoform Iso 1 PE=2"
1063	NX_Q6ZR37-1	2	-0.12084432717678122	"NX_Q6ZR37-1 nP20K
PLEKHG7 PLEKHG7
Pleckstrin homology
domain-containing
family G member 7
isoform Iso 1 PE=2"
1064	NX_Q6ZR52-1	2	-0.9756965944272429	"NX_Q6ZR52-1 nP20K
ZNF493 ZNF493 Zinc
finger protein 493
isoform Iso 1 PE=2"
1065	NX_Q6ZR62-1	2	-0.5809677419354833	"NX_Q6ZR62-1 nP20K
RTL4 RTL4
Retrotransposon Gag-
like protein 4
isoform Iso 1 PE=2"
1066	NX_Q6ZRC1-1	2	-0.3409420289855077	"NX_Q6ZRC1-1 nP20K
C4orf50 C4orf50
Uncharacterized
protein C4orf50
isoform Iso 1 PE=2"
1067	NX_Q6ZRM9-1	2	0.3074418604651161	"NX_Q6ZRM9-1 nP20K
Putative
uncharacterized
protein FLJ46235
isoform Iso 1
Putative
uncharacterized
protein FLJ46235
isoform Iso 1
Putative
uncharacterized
protein FLJ46235
isoform Iso 1 PE=2"
1068	NX_Q6ZRN7-1	2	-0.7278846153846151	"NX_Q6ZRN7-1 nP20K
Putative
uncharacterized
protein FLJ46214
isoform Iso 1
Putative
uncharacterized
protein FLJ46214
isoform Iso 1
Putative
uncharacterized
protein FLJ46214
isoform Iso 1 PE=2"
1069	NX_Q6ZRP0-1	2	-0.23702290076335894	"NX_Q6ZRP0-1 nP20K
PRR23C PRR23C
Proline-rich protein
23C isoform Iso 1
PE=2"
1070	NX_Q6ZRR5-1	2	0.4159183673469382	"NX_Q6ZRR5-1 nP20K
TLCD5 TLCD5 TLC
domain-containing
protein 5 isoform
Iso 1 PE=2"
1071	NX_Q6ZRR7-1	2	-0.2639366827253945	"NX_Q6ZRR7-1 nP20K
LRRC9 LRRC9 Leucine-
rich repeat-
containing protein 9
isoform Iso 1 PE=2"
1072	NX_Q6ZRS4-1	2	-0.58668582375479	"NX_Q6ZRS4-1 nP20K
ITPRID1 ITPRID1
Protein ITPRID1
isoform Iso 1 PE=2"
1073	NX_Q6ZRT6-1	2	-0.2305660377358492	"NX_Q6ZRT6-1 nP20K
PRR23B PRR23B
Proline-rich protein
23B isoform Iso 1
PE=2"
1074	NX_Q6ZRZ4-1	2	-0.6999999999999998	"NX_Q6ZRZ4-1 nP20K
C9orf47 C9orf47
Uncharacterized
protein C9orf47
isoform Iso 1 PE=2"
1075	NX_Q6ZS62-1	2	0.09758064516129028	"NX_Q6ZS62-1 nP20K
COLCA1 COLCA1
Colorectal cancer-
associated protein 1
isoform Iso 1 PE=2"
1076	NX_Q6ZS94-1	2	-0.6582278481012651	"NX_Q6ZS94-1 nP20K
C1orf229 C1orf229
Putative
uncharacterized
protein C1orf229
isoform Iso 1 PE=2"
1077	NX_Q6ZSN1-1	2	-0.5325153374233133	"NX_Q6ZSN1-1 nP20K
Putative
uncharacterized
protein FLJ45355
isoform Iso 1
Putative
uncharacterized
protein FLJ45355
isoform Iso 1
Putative
uncharacterized
protein FLJ45355
isoform Iso 1 PE=2"
1078	NX_Q6ZSR6-1	2	-0.0767326732673268	"NX_Q6ZSR6-1 nP20K
Putative
uncharacterized
protein FLJ45256
isoform Iso 1
Putative
uncharacterized
protein FLJ45256
isoform Iso 1
Putative
uncharacterized
protein FLJ45256
isoform Iso 1 PE=2"
1079	NX_Q6ZST2-1	2	-0.7435114503816792	"NX_Q6ZST2-1 nP20K
ZCCHC23 ZCCHC23 Zinc
finger CCHC domain-
containing protein
23 isoform Iso 1
PE=2"
1080	NX_Q6ZST4-1	2	-0.13170731707317068	"NX_Q6ZST4-1 nP20K
LCNL1 LCNL1
Lipocalin-like 1
protein isoform Iso
1 PE=2"
1081	NX_Q6ZSV7-1	2	-0.17668711656441716	"NX_Q6ZSV7-1 nP20K
Putative
uncharacterized
protein FLJ45177
isoform Iso 1
Putative
uncharacterized
protein FLJ45177
isoform Iso 1
Putative
uncharacterized
protein FLJ45177
isoform Iso 1 PE=2"
